ID,Description
302,I need a professional and clean summer camp website. The site should include: - Summer Camp Details/Itinerary - Registration form - Payment Gateway - Activity schedule - Photo gallery - and other required features Ideal skills and experience: - Web development expertise - Experience with creating registration forms - Ability to design activity schedules and photo galleries - Strong portfolio of professional and clean websites Please provide samples of similar work.
303,"We are looking for an experienced amoCRM specialist to configure and optimize our CRM system based on specific internal workflow needs. This is a one-time setup project - we need the system configured, tested, and handed over. Tasks include: – Set up notifications for responsible users and observers (task creation, changes, completion, and overdue) – Auto-assign observers based on departments (Leads) and display all participants in the mobile app – Integrate amoCRM with Telegram (notifications; syncing messages if possible) – Improve duplicate prevention - if a client is already in the system, show their full history immediately when typing – Adjust client card sorting order: company name → contact person → partner – Remove unnecessary..."
304,"I'm looking for an experienced Meta and Google Ads expert to manage and optimize my ad campaigns. Key Requirements: - Proven track record in increasing website traffic, generating leads, or boosting sales - Expertise in both Meta (Facebook and Instagram) and Google platforms - Ability to analyze and report on campaign performance Ideal Skills and Experience: - Strong analytical skills - Experience with A/B testing - Knowledge of current ad trends and algorithms - Excellent communication skills for regular updates Please provide case studies or examples of previous successful campaigns."
305,"I need a proofreader who can verify the accurate transcription of a handwritten Gujarati book against the composed matter. Key Requirements: - Verify accurate transcription - Focus solely on transcription accuracy, not on writing style or tone - Proficiency in Gujarati language is essential Ideal Skills & Experience: - Native or fluent Gujarati speaker - Experience with handwritten text - Attention to detail and accuracy Looking for someone who can ensure the handwritten content matches the composed text without any errors."
306,I need an OpenCart expert to fix some broken links or pages on my site. Product category pages etc Ideal Skills and Experience: - Proficiency in OpenCart - Experience troubleshooting broken links and page errors - Ability to efficiently resolve issues to restore site functionality Please provide your solutions and any relevant experience.
307,"I need a detailed process document for the theft of physical assets, primarily focusing on laptops. Requirements: - Comprehensive documentation of the theft reporting process, including step-by-step instructions. - Clear guidelines on how to secure the area and preserve evidence. - Specific information on who to notify internally and in what order. - Templates for internal reports to be filled out by staff. Ideal Skills and Experience: - Experience in process documentation. - Familiarity with asset security and theft reporting protocols. - Strong written communication skills."
308,My LG washing machine is displaying an LE error code and is not spinning. Requirements: - Diagnose and repair the LE error code - Ensure the machine is functioning properly after the repair Ideal Skills and Experience: - Experience with LG washing machines - Strong troubleshooting and repair skills - Professional background in appliance repair Please provide a detailed bid including your experience and estimated time for completion.
309,"Description: I am looking for a skilled financial analyst or Excel expert to build a comprehensive 10-year financial projection model in a single Excel file. - Scope of Work: Create an Input Sheet with editable assumptions (growth rates, cost ratios, CAPEX, etc.) Develop linked and automated financial statements: Projected Profit & Loss Statement (P&L) Projected Balance Sheet Projected Cash Flow Statement All sheets must be fully dynamic, with formulas linked to the input sheet. The model should cover 10 fiscal years (2025–2034). -- What I Will Provide: Actual 2024 Balance Sheet and Income Statement (Excel format) 2023 financial statements (PDF format) All source data is in Arabic, so the freelancer must be able to read Arabic However, the final financial..."
310,"I need a skilled graphic designer for minimalist designs. Key requirements: - Create modern and clean designs. - Experience with logo, brochure, and social media graphics. Ideal skills: - Proficiency in Adobe Creative Suite. - Strong portfolio with minimalist design examples. - Attention to detail and creativity. Please share your portfolio with your bids."
311,"I'm looking for a skilled map developer to create a detailed, modern architecture-themed map for a GTA V role-playing server. The map should prominently feature: - Skyscrapers and high-rises - Residential complexes - Commercial business centers Ideal skills and experience: - Expertise in GTA V map editing tools - Strong understanding of modern architectural design - Experience in developing maps for role-playing servers Please provide samples of previous work."
312,I'm looking for a skilled videographer to film an interview-style podcast. The interviews will be conducted in person. Key requirements: - Experience with multi-camera setups - Ability to capture high-quality audio and video - Experience in working with podcast production teams - Ability to work in various locations Ideal Skills and Experience: - Proficiency in video editing software - Knowledge of lighting techniques - Strong attention to detail - Previous experience with similar projects Please submit a portfolio with your bids.
313,Simple app only. Able to list to do list and reward. Attachment can be add to complete the task. Nothing else
314,"I need a creative screen printing design for T-shirts. Requirements: - Graphic design expertise - Experience with screen printing - Ability to create abstract, illustrative, or geometric designs Ideal Skills: - Strong portfolio in graphic design - Attention to detail - Creativity and originality in design concepts"
315,Please Sign Up or Login to see details.
316,"I need a detailed list of grassroots sports teams in the UK that include women or girls, across football, netball, and rugby. This includes both female-only and mixed-gender teams. Teams can be competitive, social, amateur, or recreational, but must not be elite/professional. The most important part of this job is collecting a valid contact method for each team: 1. Email address (preferred) 2. Social media URL (Facebook, Instagram, or Twitter/X) 3. Contact form URL (if no email or social) 4. Phone number (only if above aren’t available) Do not include teams with no contact method. Deliver a clean spreadsheet with the following columns: • Club/Team Name • Sport • Gender (W/G/Mixed) • Location (Town/City + Region) • Email • Social Media URL • Webs..."
317,"I need 20 pages of content, with a focus on engaging and interactive design. The content is not text-heavy but should be visually appealing and user-friendly. Ideal Skills and Experience: - Proficiency in graphic design tools (e.g., Adobe Creative Suite) - Experience in creating interactive elements (forms, quizzes) - Strong layout and typography skills - Ability to incorporate visual elements (images, graphs)"
318,"I am looking for someone who could create a basic caffe exterior. Nothing to complicated, with nothing in the interior. Building accordingly with a scale is also important. The whole caffe should include a patio and a small bridge, since it is on water(the size does not matter), also a patio of 50 m sqrd and general caffe area of 90 m sprd"
319,"Hello, I'm looking for a video editor who is new to freelancer. The project is long term and requires converting articles to appealing YouTube content. Requirements: - Select and use targeted royalty-free stock video clips (you MUST have a paid Envato account) - Add stock images and animation (e.g. motion graphics). - Ability to make text screens: - Ability to make split screens: - Add subtitles, royalty free sound effects and background music - Create an attractive thumbnail Example: This project is for starters/newbies only. The price reflects this. Videos are around 8-10 minutes on average Budget: $15 per video/project NO GENERIC BIDS PLEASE. If you’re interested, start your bid with ""NEWBIE HERE"" and answer these questions. 1. Do you have a premium Envato ac..."
320,"I need assistance with resizing and enhancing my logo for high-quality printing. Requirements: - Increase logo size to 5000 x 5000 pixels - Improve quality for print readiness Current Formats: JPG, PNG, EPS Original design file: Uncertain Ideal Skills: - Proficiency in graphic design software (Adobe Illustrator, Photoshop) - Experience with logo enhancement and resizing - Ability to work with multiple file formats"
321,I need a Python application to upload .db files from Android mobile internal storage to Amazon S3. Requirements: - Android compatibility - Upload functionality to Amazon S3 - Secure and efficient data transfer Ideal Skills: - Python development - Android app development - Experience with Amazon S3 Looking forward to your proposals!
322,"I'm seeking a US citizen to test the KYC flow (Level 2 and Level 3) within our application. This is a straightforward task to verify the process works as expected for users in the United States. Your task will involve going through the KYC process and reporting on your experience – whether it's smooth or if you encounter any issues. Detailed technical testing knowledge is not required. We just need to confirm it functions for a US user. Requirements: - Must be a citizen of the United States (Require a US passport and a SSN). - Willingness to go through our application's KYC process. - Ability to provide brief feedback on your experience. - Access to a mobile with internet. Deliverables: - A screen record of your experience with the KYC flow, noting any difficulties ..."
323,Able to print automatically with wifi printer. Without popout of window for the printing. Work with ftp only
324,"Title: Package Designer Needed for Creative Toy Packaging (Children's Market) Description: We are a toy brand looking for a talented and creative package designer to develop eye-catching, child-friendly packaging for our line of toys aimed at children aged 3–10. Project Scope: Design packaging for 2-3 different toy products (box, blister, or bag format depending on the toy) Include branding, logos (provided), and necessary compliance elements (e.g., choking hazard warnings) Final deliverables should be print-ready (CMYK, dielines, bleed, etc.) We’re open to fun, colorful, modern or whimsical styles – must appeal to children and parents Requirements: Proven experience in package design (preferably in the toy or children’s product space) Strong graphic d..."
325,"I’m seeking an experienced SEO professional who can leverage the RankMath SEO Plugin Pro to get our website onto Google’s first page. Your proposal should clearly demonstrate how you will achieve the following major goals: 1. First-Page Ranking - Conduct in-depth keyword research for our niche. - Implement on-page and technical SEO best practices to target those keywords. - Monitor, report, and iterate until we hit page one. 2. RankMath SEO Plugin Pro Optimization - Configure and fine-tune all RankMath Pro settings (schema markup, XML sitemaps, redirections, etc.). - Optimize title tags, meta descriptions, headings, and content analysis according to RankMath’s recommendations. - Leverage advanced features (breadcrumbs, rich snippets, local SEO..."
326,"I'm seeking a skilled designer to create a professional and sleek visual partnership pitch deck, spanning 8-10 slides. The goal of this deck is to acquire new partners. Key Sections to Include: - Introduction and Company Overview - Market Analysis and Opportunities - Partnership Benefits and Details Requirements: - Experience in creating pitch decks - Strong design skills with a professional aesthetic - Ability to convey complex information clearly and attractively - Proficiency in design software like PowerPoint, Keynote, or Adobe Creative Suite Ideal Skills and Experience: - Graphic design background - Previous work samples related to business presentations - Good understanding of market analysis and partnership dynamics I look forward to collaborating with a talented designer t..."
327,I need a skilled video editor to remove light flicker from a 1-5 minute MP4 video. The edited video will be used for social media. Requirements: - Experience with flicker removal - Proficient in video editing software - Ability to deliver high-quality results
328,I'm seeking an experienced SEO expert to help increase our organic traffic on Google. We're focusing on local targeting and need to improve our keyword rankings and overall visibility in our area. Key Objectives: - Increase organic traffic from Google - Improve local keyword rankings - Enhance overall search visibility Ideal Skills and Experience: - Proven track record in local SEO - Expertise in Google search algorithms - Strong keyword research and implementation skills - Ability to analyze and adapt based on performance metrics - Experience with SEO tools and analytics Please provide examples of past success in similar projects.
329,"Here’s a clear and professional brief you can use to post your project on a freelancer platform: ⸻ Project Title: Equity Research Model & Report for Spotify (Academic/Presentation Use) Project Description: I am looking for a skilled financial analyst or equity research professional to create a comprehensive equity research model and report on Spotify Technology S.A. (NYSE: SPOT). This is for an academic/presentation project (non-investment use), and the deliverable should reflect real-world logic, professional standards, and use of actual market data. Scope of Work: 1. Financial Model: • Fully integrated 3-statement model (historicals + forecast) • Revenue build-up based on key drivers • Margin and cost structure analysis • Working capital, capex, an..."
330,"I'm looking for a developer to enhance our Opencart marketplace with customer group-based product options. The goal is to allow sellers to set special prices and attributes for different customer groups, and to control product availability based on customer group. I have a customer group based options for products available in my Opencart marketplace website for admin and sellers. Currently, products can be made available for customer groups and there can be different price and other attributes setting for each customer group. Also, I can set maximum quantity customers can buy this product and also, when can customers buy this product again. Also, I can close a Seller store for a customer group so that customer from that customer group cant buy any products from this seller stor..."
331,need to design caricature . please to help.
332,"Photographer + Reels Videographer Needed (Budget: ₹5000) Project Overview: Looking for a freelance photographer/videographer to shoot a few personal photos and Instagram reels. Details: • Duration: 2–3 hours shoot • Type: Lifestyle/street-style shoot with 2–3 Instagram reels • Location: Chennai What’s Provided: • I will provide the camera (Canon R8 with a 50mm prime lens) – you just need to operate it and capture great content Deliverables: • 10–15 well-edited photos • 2–3 edited reels (vertical format, with basic transitions/music/text) • Final content delivery within 5–7 days Expectations: • Should have experience with framing, lighting, and shooting for Instagram • Must know basic video ..."
333,"I'm seeking a skilled Laravel developer to integrate the Zoom API into my existing PHP project. Currently, I'm facing an issue with creating Zoom meetings, specifically getting an ""invalid meeting details"" error related to the meeting title. Key Requirements: - Resolve the Zoom meeting creation error - Ensure correct integration of Zoom API - Validate and fix meeting details, particularly the meeting title Ideal Skills and Experience: - Strong experience with Laravel and PHP - Familiarity with Zoom API - Proven problem-solving skills - Prior experience with API integrations Please provide relevant experience in your bids."
334,I need help deobfuscating three JavaScript files related to web application functionality. Requirements: - Deobfuscate three provided JavaScript files - Share a portion of cleaned code from one file for quality assessment Ideal Skills and Experience: - Proficiency in JavaScript - Experience with code deobfuscation - Ability to maintain code functionality post-deobfuscation - Attention to detail and quality assurance
335,"I need a detailed course content brochure for an Azure Data Engineer program aimed at advanced professionals. The brochure should provide in-depth information on the course topics, which include: - Azure Data Factory - Azure Databricks - Python - SQL - PySpark Ideal skills and experience: - Expertise in Azure Data Engineering - Experience in course content development - Ability to present technical information clearly and comprehensively"
336,Website - Minimum 4 articles for each website. - Off site Links (600 per month) - 22 keywords; - Website analysis & On Page SEO - Weekly & Keyword Ranking reports BUDGET SGD 20 - 30 FOR ALL PROJECTS!!!! DONT OVERBID!!! THANKS!!!
337,"For THREE websites. We need to be in TOP ranking, first page for GOOGLE Singapore for 3 WEBSITES. Website 1 (Linen Manufacturer) - Off site Links (300 per month) - 30 keywords; Website 2 (Solar Equipment) - Off site Links (300 per month) - 11 keywords; Website 3 (Steel Factory) - Off site Links (200 per month) - 15 keywords; Requirements - - Minimum 6 UNIQUE articles for each website. - Website analysis & On Page SEO - On Page SEO Report + Weekly & Keyword Ranking reports - Breakdown of cost (Hidden cost will be reported) - Must achieve top ranking (within first page) only whitehat SEO techniques. BUDGET FOR ALL WEBSITES: SGD$40 to SGD$50 MAX. DON'T OVERBID, please. PLEASE NOTE: USE SINGAPORE DOLLAR."
338,I need a YouTube banner for my cryptocurrency channel. The banner should prominently feature my channel name and convey a professional vibe. Requirements: - Design tailored for a cryptocurrency theme - Display of channel name - Professional tone Ideal Skills: - Experience in YouTube banner design - Strong understanding of cryptocurrency aesthetics - Ability to create a professional and engaging look Please share your portfolio with relevant work.
339,"I am using ArrowChat on my BuddyPress site. Currently, group chat history is limited to the last 30 messages. I need to increase this limit. I contacted arrowchat support and they told me this: Yes, you can put ""9999999999999999"" in that space for the chat history to save forever. However, it will only save a maximum of 30 messages at a time. This can be changed in the PHP files, but is not recommended due to the increased load."
340,"I need an experienced system administrator to fix the rescue environment of a remote Linux server experiencing boot failure. It's crucial that this is done without any data loss. Key Requirements: - Diagnose and resolve boot failure issues. - Work within a rescue environment. - Ensure no data loss during the process. Ideal Skills and Experience: - Strong expertise in Linux server administration. - Familiarity with various Linux file systems, especially ext4, XFS, and Btrfs. - Experience with rescue environments and boot troubleshooting. - Proven track record of data integrity maintenance during repairs. Please provide a brief overview of your relevant experience and approach."
341,Please Sign Up or Login to see details.
342,"I'm seeking a freelance content writer to create plagiarism-free, engaging, and original content for a lifestyle influencer. Content types include: - Blog-style writeups - Captions - Scripts for Instagram reels Topics include food, travel, fashion, and lifestyle. The tone should be casual and conversational. Requirements: - 2-3 rounds of edits included - Strict payout of ₹500 per project; non-negotiable Ideal Skills and Experience: - Proven writing skills - Experience in lifestyle, fashion, food, or travel niches - Creativity and originality Please share relevant work samples with your application. Looking forward to collaborating with creative minds!"
343,"I'm looking for a skilled TikTok video editor to bring my narrative-focused content to life. The ideal candidate should have: - Experience in editing vlogs, tutorials, and music videos for TikTok. - A narrative-focused editing style. - Proficiency in adding transitions and a strong understanding of TikTok's trends and audience engagement. Key Skills: - Video editing software expertise (e.g., Adobe Premiere Pro, Final Cut Pro). - Creativity in storytelling visually. - Attention to detail and ability to meet deadlines. Please include samples of your previous TikTok edits in your bid."
344,"I'm looking for a part-time Android Developer based in India. The developer will be responsible for creating apps using Java/Kotlin and XML. Ideal Skills and Experience: - Proficiency in Java/Kotlin and XML - Experience in developing business, entertainment, or utility apps - Familiarity with Android Studio and related tools - Ability to work on existing designs or collaborate on new ones - Experience with integrating third-party services like social media APIs or payment gateways is a plus Please provide your portfolio and relevant work experience."
345,"I need a minimalist logo for my fencing equipment brand. The logo should be a modern and stylish combination of the brand name and initials, making it more international appealing. Requirements: - Incorporate brand initials - Use a subtle and neutral color scheme Ideal Skills & Experience: - Proven logo design experience - Strong understanding of minimalist and modern design trends - Ability to create a stylish and international appeal - Proficiency in color theory, especially with subtle and neutral palettes Please provide a portfolio with relevant work. Looking forward to your creative proposals!"
346,"WHO WE’RE LOOKING FOR: You’re not creative—you’re a precision executor. You don’t need to be told things twice. You love lists, deadlines, and making chaos disappear. You are based in India. WHAT YOU’LL OWN: 1. Uploading & Scheduling: - Post final reels on Instagram & YouTube - Tag collaborators, apply hashtags, and format everything correctly 2. Captions: - Generate captions using our in-house AI system - Proofread, format, and upload 3. Reel Covers: - Use pre-made Canva templates to make clean, scroll-stopping reel thumbnails - Client Coordination (Text-based): - Send update messages - Track client feedback, approvals, and revisions - Make sure no deadline or reel goes missing 4. Content Calendar Management: - Update internal trackers..."
347,"I need an experienced ESP32 programmer with control engineering expertise to develop code for controlling a servo motor. The motor needs to move between angles of 45° to 360° at variable speeds, while maintaining precise stability. Key Requirements: - Speed Control: PID control methods - Signal Type: PWM signals - Environmental Consideration: Temperature variations Essential Skills: - Proficiency in ESP32 programming - Expertise in PID control - Experience with PWM signal generation - Understanding of control loops (Current, speed, and position) - Ability to deliver a stable and smooth slow rotation Ideal candidates should have a strong background in control systems and embedded programming. Please share your relevant experience and approach. This will involve creating a sourc..."
348,"I need an Excel expert to create reports and dashboards. The primary purpose is reporting and dashboards, with a focus on customizable templates. Ideal Skills and Experience: - Advanced proficiency in Excel - Strong experience in building reports and dashboards - Ability to create customizable templates Please provide samples of previous work."
349,"I need an experienced Amibroker AFL coder to merge the backtest reports of two different AFL files into one. I have two different strategies in two different afl files. They show different backtest results. Now i need to merge the results of both these backtest reports so that i can see what will be my collective drawdown if i run these two strategies together. Also i want to see all things amibroker tells in its reports such as CAR/MDD, avg profit, total profit, etc. Please note that i want to see this collective result in amibroker software only. Not on excel or anything other than that."
350,I am looking for an instant logo designer. The business is painting designer. So the logo should resemble this business. It should be colorful. I will tell you the name of the business in chat.
351,"I'm looking for a creative logo designer. The logo should be modern and minimalist, incorporating both text and an icon, and should use vibrant colors. Requirements include: - Initial sample logo design to showcase creativity - Final logo based on feedback Ideal skills and experience: - Strong portfolio in modern minimalist designs - Proficiency in vibrant color schemes - Experience with text and icon combinations in logos Please provide a sample logo to demonstrate your creativity."
352,"I need a set of bitmap images (.bmp format) to be used as toolbar buttons in a native Windows application (Win32/MFC style). Key Requirements: - Format: .bmp (bitmap) - Size: 24x24 pixels - Background: Transparent - Style: Professional, flat, clean (classic Win32 app style) - Color mode: 24-bit RGB - States: Normal, Hover, Disabled (gray) Ideal Skills & Experience: - Proficiency in graphic design tools (e.g., Photoshop, GIMP) - Experience in creating bitmap images for software applications - Understanding of Windows UI design principles Please provide samples of previous work."
353,"I need a product label designed for a cylindrical container. The label should reflect a premium, modern look while conveying trust and wellness, as the product is targeted toward Indian consumers interested in natural health supplements. The design must comply with Indian government regulations for dietary supplements, including all FSSAI labelling requirements. Essential elements include: - Brand name and logo - Product name: ""Shilajit Gummies"" - Net quantity: e.g., “30 Gummies” - Nutritional information panel - Ingredients list - Usage directions - Necessary caution or warning - FSSAI logo and license number - MRP - Batch number - Manufacturing and expiry dates - Manufacturer’s details - Barcode Design Specifications: - Premium and luxurious design style - ..."
354,I'm seeking a talented logo designer to create a minimalist yet bold-colored logo. The design should incorporate both text and an icon. Ideal skills and experience: - Expertise in minimalist design - Proficiency with bold color palettes - Strong ability to integrate text and icons - Experience in creating logos for various industries Please provide a portfolio showcasing similar work. Looking forward to your proposals!
355,"I'm an aspiring DJ looking to win an online contest. I need 700+ votes within 24 hours. Votes can come from both email and Facebook sign-ups. Requirements: - Must use unique IP addresses - Global votes are acceptable Ideal Skills & Experience: - Proven track record in obtaining contest votes - Familiarity with managing multiple IP addresses - Strong network for global engagement Very secure contest, so needs to be legitimate."
356,"I'm looking for a skilled content creator to help me generate daily Instagram clips and captions from interview videos I provide. Requirements: - Create engaging Instagram clips from provided interview videos. - Write informative and professional captions. Ideal Skills: - Video editing expertise. - Strong understanding of Instagram content. - Excellent writing skills for professional captions. - Experience with interview-style content. If you have a keen eye for detail and can deliver high-quality content consistently, I'd love to hear from you."
357,I'm an advanced Figma user seeking a skilled tutor to enhance my expertise. Key Focus Areas: - Mastering the Pen Tool - Utilizing Auto Layout Effectively - Prototyping Tool Techniques - Creating Vector Illustrations Ideal Skills and Experience: - Expertise in Figma with advanced knowledge - Strong teaching skills - Proficient in vector illustration creation Looking forward to your bids!
358,"I need for my worksheet to pay dates based on a pay window on column G. use that window to determine the expenses that will be pulled in on column K. currently there are added empty cells that need to not be blank and need to be fluid and show the start date of a pay day as seen in H7 then the expenses and i need to add the ""as of March 7,2025 and provide the sum of the first payday and the expenses. after the as of.. it will pull the next pay window being March 14, 2025 and subsequently the rest. adding all expenses based on the window in question on column F. please no BVA no Macros. simply use formulas and move things as needed."
359,"I'm a fashion content creator looking for a creative video editor to edit fashion videos for my Instagram. The videos are meant to engage and build my audience. The budget for the same would be 5-7K per month depending upon the work experience. Please dm your Instagram work profile and links. Ideal skills and experience: - Proficiency in video editing software (e.g., Premiere Pro, Final Cut Pro, or similar) - Experience creating engaging content specifically for Instagram - Strong understanding of Instagram's trends and algorithms - Ability to work with raw footage and transform it into fun, captivating videos - Good communication skills and ability to meet deadlines"
360,"I'm seeking a detailed Bill of Quantities (BOQ) for a steel frame structure, specifically a central industrial shed used for manufacturing. The project must adhere to ISO standards. Key Requirements: - Comprehensive BOQ for steel frame industrial shed - Structure primarily for manufacturing use - Compliance with ISO standards Ideal Skills and Experience: - Expertise in industrial steel frame structures - Familiarity with ISO standards and industry regulations - Strong background in preparing BOQs for construction projects Please provide relevant experience and approach in your bids."
361,I'm looking for an experienced freelancer to install a single domain SSL certificate on my cPanel web hosting. Requirements: - Generate and provide a CSR (Certificate Signing Request) - Install the SSL certificate on my cPanel account - Ensure proper configuration to avoid any security warnings - Verify installation and provide necessary documentation Ideal Skills and Experience: - Familiarity with cPanel and SSL certificate installation - Strong understanding of web security protocols - Experience with single domain SSL certificates
362,"More details: What is your primary goal for the SEO specialist? Enhance paid subscriptions Which platforms do you primarily promote your podcast on? Spotify Which areas do you want the SEO specialist to focus on for the blog? Keyword optimization, Backlink building My podcast is on Buzzsprout, distributed through all major channels. My accompanying blog based on the podcast is on Substack. I’ve gotten good downloads over 3 months since launching (grassroots marketing) but subscribers non existent. Want to expand beyond my niche audience, build subscriptions and monetize"
363,I'm seeking a native Punjabi speaker from Pakistani Punjab for adult e-learning content. Requirements: - Native proficiency in Punjabi - Professional recording equiment
364,I'm looking for a comprehensive data gathering and scraping project that focuses on the aesthetics industry in the United Kingdom. The goal is to collect detailed information on: - Aesthetics clinics - Aesthetics practitioners - Aesthetics training academies The data should include: - Business names - Phone numbers - Emails Requirements: - Nationwide coverage across the UK - Accuracy and completeness of data is crucial - Experience with web scraping and data collection is preferred
365,"I need help securing 500-600 votes for my DJ contest within 24 hours. The contest is hosted on a website, and requires email confirmation for sign-ups. Ideal Skills and Experience: - Proven experience in securing votes for online contests - Ability to strategize and execute a plan within a tight timeframe - Strong network or audience base to mobilize for votes - Familiarity with using multiple accounts or methods to ensure votes are legitimate and secure Please share your approach and any relevant past experiences."
366,"I need a quick video edit for a 10-15 second clip. At some points, my eyes are slightly too wide open, and I would like them to be slightly closed for a more natural look. Requirements: - Video editing expertise - Experience working with MP4 files - Ability to make subtle adjustments for a polished appearance Ideally, the freelancer should have: - Proficiency in professional video editing software - A portfolio showcasing similar eye adjustment work - Attention to detail and ability to deliver a high-quality final product"
367,"I need an experienced Android developer to generate an APK for a doctor app targeting an older Android version. You will need to connect to my system via Anydesk for this task. The app primarily focuses on patient records management. Ideal Skills and Experience: - Proficiency in Android development, especially with older versions - Experience with patient records management systems - Familiarity with Anydesk and remote desktop setups - Attention to detail and ability to work independently"
368,"I need a comprehensive paper comparing SAT solving algorithms, focusing on experimental results. The paper should include: - Detailed descriptions of SAT solving methods (resolution, DP, DPLL, etc.) and their properties. - Discussion on strategies for making decisions during the solving process. - Implementation details for the methods and strategies. - Experimental design using randomly generated SAT instances, focusing on accuracy comparison. Ideal skills and experience: - Strong background in theoretical computer science, particularly in SAT solving. - Experience with experimental analysis and algorithm implementation. - Proficiency in generating and handling random SAT instances. - Ability to write clearly and concisely at a graduate level."
369,"I need an expert to create an autoresponder flow using Aisensy, Make, and Google Sheets. Requirements: - Webhooks creation using Make - Aisensy API flow integration - Reponse using Webhook response using data from Google Sheets The autoresponder will trigger specific workflows in Make based on API calls from Aisensy, capturing custom data fields. Ideal Skills: - Proficiency in Make and Aisensy - API integration experience - Google Sheets expertise Access to our Make and Aisensy accounts will be provided. Basic qualification questions will be asked. Experts apply only."
370,"I'm seeking a creative designer to craft a full-page hero background image for an upcoming eCommerce product. The aim is to transform two mobile-captured product photos (prototype version) into a clean, premium, and professional look. The images need enhancement and touch-up to make them look clean, premium, and professional, as the current finish is not perfect. Requirements: - Enhance and touch up provided product images. - Create an elegant and sophisticated full-page hero background image. - Incorporate soft gradients, geometric patterns, and textured backgrounds. Ideal Skills & Experience: - Proficiency in graphic design software (e.g., Photoshop, Illustrator). - Strong portfolio showcasing elegant and sophisticated designs. - Experience in product photo enhancement. - Abil..."
371,"I'm seeking an expert to enhance my Zoho applications, specifically Zoho CRM, Zoho Books, and Zoho Projects. Zoho CRM Enhancements: - Workflow Automation: Streamline processes to increase efficiency. - Custom Reports: Develop tailored reports for better insights. Zoho Books Enhancements: - Invoice Customization: Tailor invoices to meet specific business needs. - Automated Expense Tracking: Set up systems to automatically track and categorize expenses. - Custom Financial Reports: Create personalized financial reports for in-depth analysis. Ideal Skills and Experience: - Proven experience with Zoho CRM, Zoho Books, and Zoho Projects. - Strong skills in workflow automation and report generation. - Familiarity with financial processes and report customization in Zoho Books. - Ability t..."
372,"I'm looking for a talented 2D animator to create a humorous cartoon design inspired by an existing concept I have. Requirements: - Create unique and engaging 2D cartoon characters and scenes. - Convey humor and comedy themes tailored for an adult audience. - Collaborate closely to refine and execute my inspiration. Ideal Skills and Experience: - Proficiency in 2D animation software (e.g., Adobe Animate, Toon Boom). - Strong portfolio showcasing adult-themed comedic cartoons. - Experience in character design and scene composition. - Ability to interpret and bring to life provided inspirations. Looking forward to your creative touch!"
373,"Job Title: Operations & Talent Associate Location: [Noida, Uttar Pradesh] | Experience: Fresher – 5 years Work Mode: On-site with frequent local travel within Noida About Us We are a fast-growing startup focused on on-demand doorstep services. As we scale, we’re looking for a smart, proactive, and hands-on individual to be a core part of our day-to-day operations and hiring efforts. Job Summary As an Operations & Talent Associate, you will be the go-to person for all essential aspects of running the business smoothly—from overseeing daily operations, managing vendors and local logistics, to sourcing, screening, and coordinating with local talent. This is a high-ownership role for someone who’s resourceful, organized, and eager to learn. Key Responsibiliti..."
374,"I'm looking for an experienced B2B salesperson to help us expand our client base across the nation. We are a jewellery display company and raw materials distributor. Your main goal will be to secure orders from jewellery stores. Key Responsibilities: - Identify and approach potential jewellery store clients - Secure orders and grow our national presence - Report on market trends and client feedback Ideal Skills and Experience: - Proven track record in direct B2B sales - Strong negotiation and communication skills - Ability to work independently and meet targets - Experience in the jewellery industry is a plus, but not mandatory If you have a passion for sales and want to work with a dynamic company, I would love to hear from you."
375,"I'm seeking an experienced mobile app developer to create a cross-platform application for both iOS and Android. Key requirements include: - Expertise in Flutter or React Native - Strong background in mobile app UI/UX design - Experience with backend integration and API development - Proven track record in delivering projects within budget and on schedule - Ability to provide post-launch support and updates Ideal candidates should have a robust portfolio showcasing similar projects, along with relevant certifications. Please include case studies with your bids."
376,I'm seeking an experienced developer to create an API that fetches both successful and declined Trust Wallet transactions. This data will be displayed on a dashboard or analytics platform. Requirements: - Track both successful and declined transactions - Include transaction details: wallet address - Provide data in a structured format for easy integration Ideal Skills and Experience: - Strong experience with API development - Familiarity with blockchain and wallet transactions - Ability to work with dashboard/analytics platforms Please share relevant work experience and approach.
377,"I'm looking for a talented digital artist to recreate a character portrait from a game card I'll provide. The artwork should be in a fantasy style and should be done digitally. Requirements: - Fantasy art style - Digital medium - Emphasis on facial expression and clothing details -Transparent background Ideal Skills and Experience: - Strong background in fantasy art - Proficiency in digital art tools - Attention to detail, especially in facial expressions and intricate clothing designs Please include samples of your previous work in your bids. Looking forward to your creative interpretations!"
378,"I'm creating a short film and need a dramatic intro scene. Requirements: - Text animation - Dynamic backgrounds - Character animation Ideal Skills and Experience: - Proficient in After Effects - Strong animation and VFX skills - Experience creating dramatic, engaging intros Looking for a creative artist to bring this vision to life."
379,"I'm looking for an expert to edit a product demo video for my software. The script and screen recordings are ready. Requirements: - Add professional, formal male voiceover - Sync voiceover with demo video - Add subtle, modern, and upbeat background music Ideal Skills & Experience: - Video editing expertise - Voiceover integration - Background music enhancement Please provide samples of similar work."
