ID,Title,Category_English,category_arabic,Posted,Avg offer,Duration(Days),Number of Offers,Tags,Tags_en,Link
368,تصميم منصة إلكترونية,Software Engineering,هندسة البرمجيات,2025-04-23,300.00 ,10.0,12,"تصميم موقع إلكتروني, تصميم مواقع, التصميم الإبداعي, تصميم واجهة المستخدم, تصميم تجربة المستخدم","design web , design web, design , design UI, design UX",https://mostaql.com/project/1076028-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%86%D8%B5%D8%A9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9
369,ربط Asterisk مع Yeastar و Google TTS و GPT-4,Artificial Intelligence / Machine Learning,الذكاء الاصطناعي / تعلم الآلة,2025-04-23,310.00 ,30.0,1,"الذكاء الاصطناعي, إدارة الاتصالات, مركز الاتصال, برمجة, تطوير البرمجيات, هندسة البرمجيات, برمجة مواقع","AI,  management ,  , programing,  application development ,programming engineer, programing web",https://mostaql.com/project/1076036-%D8%B1%D8%A8%D8%B7-asterisk-%D9%85%D8%B9-yeastar-%D9%88-google-tts-%D9%88-gpt-4
370,برمجة بوت تليجرام,Software Engineering,هندسة البرمجيات,2025-04-23,50.00 ,10.0,5,"برمجة, تطوير البرمجيات, هندسة البرمجيات, برمجة التطبيقات, الروبوتات, web scraping","programing,  application development ,programming engineer, programing  apps , , web scraping",https://mostaql.com/project/1075921-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A8%D9%88%D8%AA-%D8%AA%D9%84%D9%8A%D8%AC%D8%B1%D8%A7%D9%85
371,حل مشكلة بطء الموقع الناتج عن Elementor Pro أو استبداله بشكل احترافي,Web Development,تطوير الويب,2025-04-23,50.00 ,5.0,14,"ووردبريس, تطوير الويب, تصميم مواقع, برمجة مواقع, خدمات الويب, إليمنتور, إنشاء موقع ووردبريس","wordpress, devweb, design web, programing web,  web, , create web wordpress",https://mostaql.com/project/1076077-%D8%AD%D9%84-%D9%85%D8%B4%D9%83%D9%84%D8%A9-%D8%A8%D8%B7%D8%A1-%D8%A7%D9%84%D9%85%D9%88%D9%82%D8%B9-%D8%A7%D9%84%D9%86%D8%A7%D8%AA%D8%AC-%D8%B9%D9%86-elementor-pro-%D8%A3%D9%88-%D8%A7%D8%B3%D8%AA%D8%A8%D8%AF%D8%A7%D9%84%D9%87-%D8%A8%D8%B4%D9%83%D9%84-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A
372,إنشاء تطبيق لرسائل تجارية على واتس اب,Mobile Development,تطوير التطبيقات,2025-04-23,260.00 ,10.0,7,"برمجة أندرويد, برمجة التطبيقات, برمجة iOS, جافا, كوتلن, Ionic, Swift, تصميم تطبيقات, تصميم تطبيقات الهواتف الذكية, تصميم UI UX, تصميم واجهة المستخدم, تصميم تجربة المستخدم","programing android , programing  apps , programing iOS, java, kotlin, Ionic, Swift, design  application, design  application mobile, design UI UX, design UI, design UX",https://mostaql.com/project/1076033-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%84%D8%B1%D8%B3%D8%A7%D8%A6%D9%84-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D9%88%D8%A7%D8%AA%D8%B3-%D8%A7%D8%A8
373,تطبيق ios مناسبات الكويت Kuwait Events,Mobile Development,تطوير التطبيقات,2025-04-23,"2,750.00 ",14.0,29,"برمجة التطبيقات, الذكاء الاصطناعي, برمجة, برمجة iOS, تصميم تطبيقات, تطوير التطبيقات, إنشاء تطبيق, تصميم تطبيقات iOS","programing  apps , AI, programing, programing iOS, design  application, dev apps , create  application, design  application iOS",https://mostaql.com/project/1076082-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-ios-%D9%85%D9%86%D8%A7%D8%B3%D8%A8%D8%A7%D8%AA-%D8%A7%D9%84%D9%83%D9%88%D9%8A%D8%AA-kuwait-events
374,تركيب تصميم لتطبيق,Mobile Development,تطوير التطبيقات,2025-04-23,80.00 ,5.0,4,"برمجة أندرويد, برمجة التطبيقات, برمجة iOS, جافا, كوتلن, Ionic, Swift","programing android , programing  apps , programing iOS, java, kotlin, Ionic, Swift",https://mostaql.com/project/1076008-%D8%AA%D8%B1%D9%83%D9%8A%D8%A8-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82
375,تطوير تطبيق وصايا شامل باسم Wasiati (يشمل كتابة وتصدير الوصية),Mobile Development,تطوير التطبيقات,2025-04-23,225.00 ,20.0,11,"تصميم تجربة المستخدم, تصميم واجهة المستخدم, تصميم UI UX, تصميم تطبيقات الهواتف الذكية, تصميم تطبيقات, Swift, Ionic, كوتلن, جافا, برمجة iOS, برمجة التطبيقات, برمجة أندرويد","design UX, design UI, design UI UX, design  application mobile, design  application, Swift, Ionic, kotlin, java, programing iOS, programing  apps , programing android",https://mostaql.com/project/1076059-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%88%D8%B5%D8%A7%D9%8A%D8%A7-%D8%B4%D8%A7%D9%85%D9%84-%D8%A8%D8%A7%D8%B3%D9%85-wasiati-%D9%8A%D8%B4%D9%85%D9%84-%D9%83%D8%AA%D8%A7%D8%A8%D8%A9-%D9%88%D8%AA%D8%B5%D8%AF%D9%8A%D8%B1-%D8%A7%D9%84%D9%88%D8%B5%D9%8A%D8%A9
376,تسطيب نظام موودل مع عمل بعض الإضافات للنظام,Software Engineering,هندسة البرمجيات,2025-04-23,235.00 ,15.0,2,"اللغة العربية, PHP, تصميم موقع إلكتروني, برمجة, تطوير البرمجيات, هندسة البرمجيات",", PHP, design web , programing,  application development ,programming engineer",https://mostaql.com/project/1075706-%D8%AA%D8%B3%D8%B7%D9%8A%D8%A8-%D9%86%D8%B8%D8%A7%D9%85-%D9%85%D9%88%D9%88%D8%AF%D9%84-%D9%85%D8%B9-%D8%B9%D9%85%D9%84-%D8%A8%D8%B9%D8%B6-%D8%A7%D9%84%D8%A5%D8%B6%D8%A7%D9%81%D8%A7%D8%AA-%D9%84%D9%84%D9%86%D8%B8%D8%A7%D9%85
377,مطلوب برنامج يشبه olx,Software Engineering,هندسة البرمجيات,2025-04-23,200.00 ,20.0,16,"برمجة, برمجة أندرويد, تطوير البرمجيات, برمجة قواعد البيانات, برمجة iOS, هندسة البرمجيات, برمجة التطبيقات","programing, programing android ,  application development , programing data base, programing iOS,programming engineer, programing  apps",https://mostaql.com/project/707701-%D9%85%D8%B7%D9%84%D9%88%D8%A8-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%8A%D8%B4%D8%A8%D9%87-olx
378,تصميم نماذج إكسل,Data Science,علم البيانات,2025-04-23,30.00 ,7.0,35,"مايكروسوفت إكسل, تطوير البرمجيات, هندسة البرمجيات, مايكروسوفت أوفيس, برمجة, برمجة التطبيقات","Excel,  application development ,programming engineer,  , programing, programing  apps",https://mostaql.com/project/1075809-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%86%D9%85%D8%A7%D8%B0%D8%AC-%D8%A5%D9%83%D8%B3%D9%84
379,ربط الواجهة الأمامية بقاعدة بيانات,Web Development,تطوير الويب,2025-04-23,30.00 ,5.0,27,"تطوير البرمجيات, إدارة المواقع, برمجة, برمجة مواقع, بايثون, PHP, جافا سكريبت, HTML, CSS","application development ,  management web, programing, programing web, python, PHP, java script, HTML, CSS",https://mostaql.com/project/1075881-%D8%B1%D8%A8%D8%B7-%D8%A7%D9%84%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D8%A7%D9%84%D8%A3%D9%85%D8%A7%D9%85%D9%8A%D8%A9-%D8%A8%D9%82%D8%A7%D8%B9%D8%AF%D8%A9-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA
380,كتاب رقمي غير قابل للتداول,Web Development,تطوير الويب,2025-04-23,100.00 ,5.0,3,"برمجة, برمجة مواقع, تطوير الويب, أمن وحماية المواقع, أمن المعلومات, الأمن السيبراني, هندسة البرمجيات, تطوير البرمجيات","programing, programing web, devweb,   web,  ,  ,programming engineer,  application development",https://mostaql.com/project/1075777-%D9%83%D8%AA%D8%A7%D8%A8-%D8%B1%D9%82%D9%85%D9%8A-%D8%BA%D9%8A%D8%B1-%D9%82%D8%A7%D8%A8%D9%84-%D9%84%D9%84%D8%AA%D8%AF%D8%A7%D9%88%D9%84
381,تطبيق مثل حراج للبيع والشراء,Mobile Development,تطوير التطبيقات,2025-04-23,800.00 ,30.0,13,"تصميم تطبيقات, إنشاء تطبيق, برمجة أندرويد, برمجة تطبيقات أيفون, برمجة التطبيقات","design  application, create  application, programing android , programing  application , programing  apps",https://mostaql.com/project/1075629-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D8%AB%D9%84-%D8%AD%D8%B1%D8%A7%D8%AC-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%88%D8%A7%D9%84%D8%B4%D8%B1%D8%A7%D8%A1
382,مطور تطبيقات موبايل (Flutter/React Native) لتطوير تطبيق,Mobile Development,تطوير التطبيقات,2025-04-23,400.00 ,20.0,31,"برمجة أندرويد, تصميم جرافيك, إدخال بيانات, برمجة, برمجة مواقع, برمجة قواعد البيانات, برمجة iOS, برمجة تطبيقات أيفون, برمجة التطبيقات, برمجة ألعاب الجوال, البرمجة بطريقة MVC, واجهة برمجة التطبيقات","programing android , design ,  , programing, programing web, programing data base, programing iOS, programing  application , programing  apps , programing  , programing  MVC,  programing  apps",https://mostaql.com/project/1075876-%D9%85%D8%B7%D9%88%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82%D8%A7%D8%AA-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-flutterreact-native-%D9%84%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82
383,عمل صيانة دورية ( كل إسبوعين / شهريا ) لموقع الشركة,Web Development,تطوير الويب,2025-04-23,60.00 ,1.0,24,"HTML, CSS, جافا سكريبت, PHP, بوتستراب, MySQL, تطوير الويب, برمجة مواقع, إدارة المواقع, تطوير البرمجيات, ووردبريس","HTML, CSS, java script, PHP, bootstrap, MySQL, devweb, programing web,  management web,  application development , wordpress",https://mostaql.com/project/1075804-%D8%B9%D9%85%D9%84-%D8%B5%D9%8A%D8%A7%D9%86%D8%A9-%D8%AF%D9%88%D8%B1%D9%8A%D8%A9-%D9%83%D9%84-%D8%A5%D8%B3%D8%A8%D9%88%D8%B9%D9%8A%D9%86-%D8%B4%D9%87%D8%B1%D9%8A%D8%A7-%D9%84%D9%85%D9%88%D9%82%D8%B9-%D8%A7%D9%84%D8%B4%D8%B1%D9%83%D8%A9
384,متخصص على دراية كاملة بمصطلح Farm installations,Mobile Development,تطوير التطبيقات,2025-04-23,100.00 ,3.0,1,"اختبار تطبيقات الجوال, تطوير البرمجيات, برمجة, برمجة قواعد البيانات, برمجة مواقع, برمجة التطبيقات, برمجة أندرويد, هندسة البرمجيات, برمجة iOS, flutter, برمجة تطبيقات أيفون","testing  application ,  application development , programing, programing data base, programing web, programing  apps , programing android ,programming engineer, programing iOS, flutter, programing  application",https://mostaql.com/project/1075812-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-%D8%B9%D9%84%D9%89-%D8%AF%D8%B1%D8%A7%D9%8A%D8%A9-%D9%83%D8%A7%D9%85%D9%84%D8%A9-%D8%A8%D9%85%D8%B5%D8%B7%D9%84%D8%AD-farm-installations
385,تصميم منصة تعليمية lms مرتبطة بنظام sis لإدارة معلومات الطالب,Software Engineering,هندسة البرمجيات,2025-04-23,200.00 ,10.0,5,"اللغة العربية, PHP, تصميم موقع إلكتروني, برمجة, تطوير البرمجيات",", PHP, design web , programing,  application development",https://mostaql.com/project/1075843-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%86%D8%B5%D8%A9-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A%D8%A9-lms-%D9%85%D8%B1%D8%AA%D8%A8%D8%B7%D8%A9-%D8%A8%D9%86%D8%B8%D8%A7%D9%85-sis-%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D9%85%D8%B9%D9%84%D9%88%D9%85%D8%A7%D8%AA-%D8%A7%D9%84%D8%B7%D8%A7%D9%84%D8%A8
386,تطوير موقعي اللإلكتروني وإظهار المنتجات,Web Development,تطوير الويب,2025-04-22,30.00 ,5.0,16,"تطوير البرمجيات, برمجة, برمجة مواقع, بايثون, PHP, جافا سكريبت, HTML, CSS, إدارة المواقع, محسن مواقع الويب من جوجل","application development , programing, programing web, python, PHP, java script, HTML, CSS,  management web,  web web",https://mostaql.com/project/1075599-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9%D9%8A-%D8%A7%D9%84%D9%84%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%88%D8%A5%D8%B8%D9%87%D8%A7%D8%B1-%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA
387,مستقل خبير بإنشاء البوتات والذكاء الاصطناعي,Artificial Intelligence / Machine Learning,الذكاء الاصطناعي / تعلم الآلة,2025-04-23,100.00 ,3.0,19,"الذكاء الاصطناعي, بايثون, برمجة أندرويد, تطوير البرمجيات, برمجة قواعد البيانات, برمجة مواقع, برمجة","AI, python, programing android ,  application development , programing data base, programing web, programing",https://mostaql.com/project/1061590-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D8%AE%D8%A8%D9%8A%D8%B1-%D8%A8%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%A7%D9%84%D8%A8%D9%88%D8%AA%D8%A7%D8%AA-%D9%88%D8%A7%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A
388,مستقل برمجة باك آند,Web Development,تطوير الويب,2025-04-23,250.00 ,30.0,30,"بايثون, مايكروسوفت إس كيو إل سيرفر, ASP.NET Core, C# Programming, أنجولار, برمجة, Back End, تطوير البرمجيات, هندسة البرمجيات","python,     , ASP.NET Core, C# Programming, , programing, Back End,  application development ,programming engineer",https://mostaql.com/project/1057309-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%A8%D8%A7%D9%83-%D8%A2%D9%86%D8%AF
389,تطوير نظام ذكي للتواصل مع الموردين وخدمة العملاء باستخدام n8n والذكاء الاصطناعي,Data Science,علم البيانات,2025-04-23,300.00 ,2.0,5,"برمجة, الذكاء الاصطناعي, هندسة البرمجيات, تصميم متجر إلكتروني, برمجة التطبيقات, تطوير البرمجيات","programing, AI,programming engineer, design  online market, programing  apps ,  application development",https://mostaql.com/project/1075861-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%86%D8%B8%D8%A7%D9%85-%D8%B0%D9%83%D9%8A-%D9%84%D9%84%D8%AA%D9%88%D8%A7%D8%B5%D9%84-%D9%85%D8%B9-%D8%A7%D9%84%D9%85%D9%88%D8%B1%D8%AF%D9%8A%D9%86-%D9%88%D8%AE%D8%AF%D9%85%D8%A9-%D8%A7%D9%84%D8%B9%D9%85%D9%84%D8%A7%D8%A1-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-n8n-%D9%88%D8%A7%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A
390,موقع ووردبريس بالعربي والإنجليزي,Web Development,تطوير الويب,2025-04-23,100.00 ,7.0,27,"ووردبريس, تصميم موقع إلكتروني, إنشاء موقع ووردبريس, هندسة البرمجيات, تطوير البرمجيات, برمجة, برمجة مواقع, إنشاء موقع إلكتروني, تطوير الويب","wordpress, design web , create web wordpress,programming engineer,  application development , programing, programing web, create web , devweb",https://mostaql.com/project/1075754-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D8%A8%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A-%D9%88%D8%A7%D9%84%D8%A5%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A
391,تطبيق متابعة الحضور والانصراف ( بصمة وجه) للموظفين,Web Development,تطوير الويب,2025-04-23,850.00 ,30.0,17,"تصميم موقع إلكتروني, برمجة أندرويد, flutter, تصميم مواقع, برمجة, برمجة مواقع, تطوير التطبيقات, برمجة التطبيقات","design web , programing android , flutter, design web, programing, programing web, dev apps , programing  apps",https://mostaql.com/project/1065091-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D8%AA%D8%A7%D8%A8%D8%B9%D8%A9-%D8%A7%D9%84%D8%AD%D8%B6%D9%88%D8%B1-%D9%88%D8%A7%D9%84%D8%A7%D9%86%D8%B5%D8%B1%D8%A7%D9%81-%D8%A8%D8%B5%D9%85%D8%A9-%D9%88%D8%AC%D9%87-%D9%84%D9%84%D9%85%D9%88%D8%B8%D9%81%D9%8A%D9%86
392,تصميم متجر ووردبريس لبيع المنتجات الرقمية بتسليم فوري,Mobile Development,تطوير التطبيقات,2025-04-23,370.00 ,7.0,5,"تصميم جرافيك, تصميم موقع إلكتروني, ووردبريس, إنشاء موقع ووردبريس, إنشاء متجر إلكتروني","design , design web , wordpress, create web wordpress, create  online market",https://mostaql.com/project/1075651-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D8%AA%D8%AC%D8%B1-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D8%A7%D9%84%D8%B1%D9%82%D9%85%D9%8A%D8%A9-%D8%A8%D8%AA%D8%B3%D9%84%D9%8A%D9%85-%D9%81%D9%88%D8%B1%D9%8A
393,تعديل على متجر في منصة شوبيفاي,Web Development,تطوير الويب,2025-04-23,30.00 ,2.0,9,"برمجة التطبيقات, هندسة البرمجيات, برمجة قواعد البيانات, تطوير البرمجيات, برمجة, شوبيفاي, قوالب شوبيفاي","programing  apps ,programming engineer, programing data base,  application development , programing, ,",https://mostaql.com/project/1075798-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%B9%D9%84%D9%89-%D9%85%D8%AA%D8%AC%D8%B1-%D9%81%D9%8A-%D9%85%D9%86%D8%B5%D8%A9-%D8%B4%D9%88%D8%A8%D9%8A%D9%81%D8%A7%D9%8A
394,حل مشكلة بخانة في لوحة التحكم,Software Engineering,هندسة البرمجيات,2025-04-23,35.00 ,1.0,7,"تصميم موقع إلكتروني, برمجة مواقع, تطوير الويب, برمجة","design web , programing web, devweb, programing",https://mostaql.com/project/1075188-%D8%AD%D9%84-%D9%85%D8%B4%D9%83%D9%84%D8%A9-%D8%A8%D8%AE%D8%A7%D9%86%D8%A9-%D9%81%D9%8A-%D9%84%D9%88%D8%AD%D8%A9-%D8%A7%D9%84%D8%AA%D8%AD%D9%83%D9%85
395,رفع دومين أثورتي لموقعي وتخفيض السبام سكور + إنشاء باك لينكات قوية,Web Development,تطوير الويب,2025-04-23,37.50 ,2.0,2,"محسن مواقع الويب من جوجل, أدوات مشرفي المواقع, مجموعة أدوات الويب من جوجل, برمجة, تطوير البرمجيات, هندسة البرمجيات, برمجة مواقع, اختبار المواقع, اختبار الاختراق","web web ,   web,   web , programing,  application development ,programming engineer, programing web, testing web, testing",https://mostaql.com/project/1075756-%D8%B1%D9%81%D8%B9-%D8%AF%D9%88%D9%85%D9%8A%D9%86-%D8%A3%D8%AB%D9%88%D8%B1%D8%AA%D9%8A-%D9%84%D9%85%D9%88%D9%82%D8%B9%D9%8A-%D9%88%D8%AA%D8%AE%D9%81%D9%8A%D8%B6-%D8%A7%D9%84%D8%B3%D8%A8%D8%A7%D9%85-%D8%B3%D9%83%D9%88%D8%B1-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%A8%D8%A7%D9%83-%D9%84%D9%8A%D9%86%D9%83%D8%A7%D8%AA-%D9%82%D9%88%D9%8A%D8%A9
396,تطبيق موبايل MVP مع إمكانية التوسعة المستقبلية,Mobile Development,تطوير التطبيقات,2025-04-23,150.00 ,14.0,20,"تصميم واجهة المستخدم, تصميم UI UX, تصميم تجربة المستخدم, التصميم الإبداعي, تصميم تطبيقات, تصميم تطبيقات الهواتف الذكية, adobe xd","design UI, design UI UX, design UX, design , design  application, design  application mobile, adobe xd",https://mostaql.com/project/1075731-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-mvp-%D9%85%D8%B9-%D8%A5%D9%85%D9%83%D8%A7%D9%86%D9%8A%D8%A9-%D8%A7%D9%84%D8%AA%D9%88%D8%B3%D8%B9%D8%A9-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%82%D8%A8%D9%84%D9%8A%D8%A9
397,مركز صيانة سيارات وقطع غيار سيارات,Web Development,تطوير الويب,2025-04-23,500.00 ,15.0,22,"برمجة, هندسة البرمجيات, تطوير البرمجيات, برمجة مواقع, إنشاء موقع إلكتروني, تطوير الويب","programing,programming engineer,  application development , programing web, create web , devweb",https://mostaql.com/project/1075743-%D9%85%D8%B1%D9%83%D8%B2-%D8%B5%D9%8A%D8%A7%D9%86%D8%A9-%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D9%82%D8%B7%D8%B9-%D8%BA%D9%8A%D8%A7%D8%B1-%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA
398,مبرمج full stack لإكمال العمل على منصة متعددة البائعين,Web Development,تطوير الويب,2025-04-23,"1,400.00 ",30.0,10,"تطوير البرمجيات, إدارة المواقع, برمجة, برمجة مواقع, بايثون, PHP, جافا سكريبت, HTML, CSS, لارافيل, React","application development ,  management web, programing, programing web, python, PHP, java script, HTML, CSS, laravel, React",https://mostaql.com/project/1075905-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-full-stack-%D9%84%D8%A5%D9%83%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D8%B9%D9%84%D9%89-%D9%85%D9%86%D8%B5%D8%A9-%D9%85%D8%AA%D8%B9%D8%AF%D8%AF%D8%A9-%D8%A7%D9%84%D8%A8%D8%A7%D8%A6%D8%B9%D9%8A%D9%86
399,مبرمج لتقديم فيديوهات تعليمية على قناة يوتيوب,Mobile Development,تطوير التطبيقات,2025-04-23,60.00 ,7.0,7,"اللغة العربية, تدريب عن بعد, الإنتاج الصوتي, التعليم الإلكتروني, تصميم فيديو, مونتاج فيديو, إنشاء فيديو يوتيوب, برمجة, إنتاج الفيديو, باوربوينت",",   ,  ,  , design ,  , create  , programing,  ,",https://mostaql.com/project/1075822-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D8%AA%D9%82%D8%AF%D9%8A%D9%85-%D9%81%D9%8A%D8%AF%D9%8A%D9%88%D9%87%D8%A7%D8%AA-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D9%82%D9%86%D8%A7%D8%A9-%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8
400,مرشد القراءة الذكي المدعوم بالذكاء الاصطناعي,Web Development,تطوير الويب,2025-04-23,500.00 ,18.0,8,"التعلم الآلي, الذكاء الاصطناعي, برمجة مواقع, إنشاء موقع إلكتروني, برمجة, تطوير الويب, هندسة البرمجيات, تطوير البرمجيات",", AI, programing web, create web , programing, devweb,programming engineer,  application development",https://mostaql.com/project/1075360-%D9%85%D8%B1%D8%B4%D8%AF-%D8%A7%D9%84%D9%82%D8%B1%D8%A7%D8%A1%D8%A9-%D8%A7%D9%84%D8%B0%D9%83%D9%8A-%D8%A7%D9%84%D9%85%D8%AF%D8%B9%D9%88%D9%85-%D8%A8%D8%A7%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A
401,تسطيب نظام موودل مع عمل بعض الإضافات,Software Engineering,هندسة البرمجيات,2025-04-22,155.00 ,12.0,7,"اللغة العربية, تصميم موقع إلكتروني, PHP, برمجة, تطوير البرمجيات, هندسة البرمجيات, برمجة تطبيقات سطح المكتب",", design web , PHP, programing,  application development ,programming engineer, programing  application",https://mostaql.com/project/1075268-%D8%AA%D8%B3%D8%B7%D9%8A%D8%A8-%D9%86%D8%B8%D8%A7%D9%85-%D9%85%D9%88%D9%88%D8%AF%D9%84-%D9%85%D8%B9-%D8%B9%D9%85%D9%84-%D8%A8%D8%B9%D8%B6-%D8%A7%D9%84%D8%A5%D8%B6%D8%A7%D9%81%D8%A7%D8%AA
402,مطوّر واجهة Qt لتطبيق في مجال الجيولوجيا| Qt UI Developer for Geology Application,Mobile Development,تطوير التطبيقات,2025-04-22,750.00 ,20.0,7,"برمجة, بايثون, تصميم واجهة المستخدم, كتابة تجربة المستخدم, تطوير البرمجيات, هندسة البرمجيات, Front End, برمجة تطبيقات سطح المكتب","programing, python, design UI,  UX,  application development ,programming engineer, Front End, programing  application",https://mostaql.com/project/1075406-%D9%85%D8%B7%D9%88%D8%B1-%D9%88%D8%A7%D8%AC%D9%87%D8%A9-qt-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%81%D9%8A-%D9%85%D8%AC%D8%A7%D9%84-%D8%A7%D9%84%D8%AC%D9%8A%D9%88%D9%84%D9%88%D8%AC%D9%8A%D8%A7-qt-ui-developer-for-geology-application
403,تسطيب نظام موودل مع إضافة بعض المزايا للنظام,Software Engineering,هندسة البرمجيات,2025-04-22,175.00 ,12.0,4,"اللغة العربية, PHP, تصميم موقع إلكتروني, برمجة مواقع, إنشاء موقع إلكتروني, تطوير الويب",", PHP, design web , programing web, create web , devweb",https://mostaql.com/project/1075532-%D8%AA%D8%B3%D8%B7%D9%8A%D8%A8-%D9%86%D8%B8%D8%A7%D9%85-%D9%85%D9%88%D9%88%D8%AF%D9%84-%D9%85%D8%B9-%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D8%A8%D8%B9%D8%B6-%D8%A7%D9%84%D9%85%D8%B2%D8%A7%D9%8A%D8%A7-%D9%84%D9%84%D9%86%D8%B8%D8%A7%D9%85
